parent_sked,parent_sked_part,in_a_group,db_table,ordering,db_name,xpath,irs_type,db_type,line_number,description,versions
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,65,AdjstdFMVLssIndbtdnss_PrrYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/AdjustedFMVLessIndebtednessGrp/PriorYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 3; Part V Column A, Minimum asset amount group; Adjusted total FMV of non-exempt-use assets less acquisition indebtedness; Prior year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,66,AdjstdFMVLssIndbtdnss_CrrntYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/AdjustedFMVLessIndebtednessGrp/CurrentYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 3; Part V Column B, Minimum asset amount group; Adjusted total FMV of non-exempt-use assets less acquisition indebtedness; Current year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,67,CshDmdChrtbl_PrrYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/CashDeemedCharitableGrp/PriorYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 4; Part V Column A, Minimum asset amount group; Cash deemed charitable; Prior year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,68,CshDmdChrtbl_CrrntYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/CashDeemedCharitableGrp/CurrentYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 4; Part V Column B, Minimum asset amount group; Cash deemed charitable; Current year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,69,NtVlNnExmptUsAssts_PrrYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/NetVlNonExemptUseAssetsGrp/PriorYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 5; Part V Column A, Minimum asset amount group; Net value non-exempt-use assets; Prior year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,70,NtVlNnExmptUsAssts_CrrntYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/NetVlNonExemptUseAssetsGrp/CurrentYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 5; Part V Column B, Minimum asset amount group; Net value non-exempt-use assets; Current year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,71,PctOfNtVlNnExmptUsAst_PrrYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/PctOfNetVlNonExemptUseAstGrp/PriorYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 6; Part V Column A, Minimum asset amount group; Percent of net value non-exempt-use assets; Prior year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,72,PctOfNtVlNnExmptUsAst_CrrntYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/PctOfNetVlNonExemptUseAstGrp/CurrentYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 6; Part V Column B, Minimum asset amount group; Percent of net value non-exempt-use assets; Current year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,73,RcvrsPYDstrMnAsst_PrrYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/RecoveriesPYDistriMinAssetGrp/PriorYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 7; Part V Column A, Minimum asset amount group; Recoveries of prior-year distributions - minimum asset amount; Prior year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,74,RcvrsPYDstrMnAsst_CrrntYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/RecoveriesPYDistriMinAssetGrp/CurrentYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 7; Part V Column B, Minimum asset amount group; Recoveries of prior-year distributions - minimum asset amount; Current year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,75,TtlMnmmAsst_PrrYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/TotalMinimumAssetGrp/PriorYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 8; Part V Column A, Minimum asset amount group; Total minimum asset amount; Prior year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,76,TtlMnmmAsst_CrrntYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/TotalMinimumAssetGrp/CurrentYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 8; Part V Column B, Minimum asset amount group; Total minimum asset amount; Current year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,77,SkdA_MnmmAsstAmnt,/IRS990ScheduleA/MinimumAssetAmountGrp,,Text, Part V Section B Group, Minimum asset amount group,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,78,AvrgMnthlyFMVOfSc_PrrYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/AverageMonthlyFMVOfSecGrp/PriorYearAmt,USAmountType,BigInteger, Part V Section B Group; Part V Section B Line 1a; Part V Column A, Minimum asset amount group; Average monthly FMV of securities; Prior year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,79,AvrgMnthlyFMVOfSc_CrrntYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/AverageMonthlyFMVOfSecGrp/CurrentYearAmt,USAmountType,BigInteger, Part V Section B Group; Part V Section B Line 1a; Part V Column B, Minimum asset amount group; Average monthly FMV of securities; Current year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,80,AvrgMnthlyFMVOfSc_PrrYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/AverageMonthlyFMVOfSecGrp/PriorYearAmt,USAmountType,BigInteger, Part V Section B Group; Part V Section B Line 1a; Part V Column A, Minimum asset amount group; Average monthly FMV of securities; Prior year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,81,AvrgMnthlyFMVOfSc_CrrntYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/AverageMonthlyFMVOfSecGrp/CurrentYearAmt,USAmountType,BigInteger, Part V Section B Group; Part V Section B Line 1a; Part V Column B, Minimum asset amount group; Average monthly FMV of securities; Current year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,82,AvrgMnthlyCshBlncs_PrrYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/AverageMonthlyCashBalancesGrp/PriorYearAmt,USAmountType,BigInteger, Part V Section B Group; Part V Section B Line 1b; Part V Column A, Minimum asset amount group; Average monthly cash balances; Prior year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,83,AvrgMnthlyCshBlncs_CrrntYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/AverageMonthlyCashBalancesGrp/CurrentYearAmt,USAmountType,BigInteger, Part V Section B Group; Part V Section B Line 1b; Part V Column B, Minimum asset amount group; Average monthly cash balances; Current year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,84,AvrgMnthlyCshBlncs_PrrYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/AverageMonthlyCashBalancesGrp/PriorYearAmt,USAmountType,BigInteger, Part V Section B Group; Part V Section B Line 1b; Part V Column A, Minimum asset amount group; Average monthly cash balances; Prior year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,85,AvrgMnthlyCshBlncs_CrrntYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/AverageMonthlyCashBalancesGrp/CurrentYearAmt,USAmountType,BigInteger, Part V Section B Group; Part V Section B Line 1b; Part V Column B, Minimum asset amount group; Average monthly cash balances; Current year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,86,FMVOthrNnExmptUsAsst_PrrYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/FMVOtherNonExemptUseAssetGrp/PriorYearAmt,USAmountType,BigInteger, Part V Section B Group; Part V Section B Line 1c; Part V Column A, Minimum asset amount group; Fair market value of other non-exempt use assets; Prior year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,87,FMVOthrNnExmptUsAsst_CrrntYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/FMVOtherNonExemptUseAssetGrp/CurrentYearAmt,USAmountType,BigInteger, Part V Section B Group; Part V Section B Line 1c; Part V Column B, Minimum asset amount group; Fair market value of other non-exempt use assets; Current year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,88,FMVOthrNnExmptUsAsst_PrrYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/FMVOtherNonExemptUseAssetGrp/PriorYearAmt,USAmountType,BigInteger, Part V Section B Group; Part V Section B Line 1c; Part V Column A, Minimum asset amount group; Fair market value of other non-exempt use assets; Prior year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,89,FMVOthrNnExmptUsAsst_CrrntYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/FMVOtherNonExemptUseAssetGrp/CurrentYearAmt,USAmountType,BigInteger, Part V Section B Group; Part V Section B Line 1c; Part V Column B, Minimum asset amount group; Fair market value of other non-exempt use assets; Current year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,90,TtlFMVOfNnExmptUsAsst_PrrYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/TotalFMVOfNonExemptUseAssetGrp/PriorYearAmt,USAmountType,BigInteger, Part V Section B Group; Part V Section B Line 1d; Part V Column A, Minimum asset amount group; Total fair market value of non-exempt use assets; Prior year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,91,TtlFMVOfNnExmptUsAsst_CrrntYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/TotalFMVOfNonExemptUseAssetGrp/CurrentYearAmt,USAmountType,BigInteger, Part V Section B Group; Part V Section B Line 1d; Part V Column B, Minimum asset amount group; Total fair market value of non-exempt use assets; Current year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,92,TtlFMVOfNnExmptUsAsst_PrrYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/TotalFMVOfNonExemptUseAssetGrp/PriorYearAmt,USAmountType,BigInteger, Part V Section B Group; Part V Section B Line 1d; Part V Column A, Minimum asset amount group; Total fair market value of non-exempt use assets; Prior year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,93,TtlFMVOfNnExmptUsAsst_CrrntYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/TotalFMVOfNonExemptUseAssetGrp/CurrentYearAmt,USAmountType,BigInteger, Part V Section B Group; Part V Section B Line 1d; Part V Column B, Minimum asset amount group; Total fair market value of non-exempt use assets; Current year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,94,MnmmAsstAmnt_DscntClmdAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/DiscountClaimedAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 1e, Minimum asset amount group; Discount claimed for blockage or other factors,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,95,AcqstnIndbtdnss_PrrYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/AcquisitionIndebtednessGrp/PriorYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 2; Part V Column A, Minimum asset amount group; Acquisition Indebtedness applicable to non-exempt use assets; Prior year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,96,AcqstnIndbtdnss_CrrntYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/AcquisitionIndebtednessGrp/CurrentYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 2; Part V Column B, Minimum asset amount group; Acquisition Indebtedness applicable to non-exempt use assets; Current year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,97,AcqstnIndbtdnss_PrrYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/AcquisitionIndebtednessGrp/PriorYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 2; Part V Column A, Minimum asset amount group; Acquisition Indebtedness applicable to non-exempt use assets; Prior year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,98,AcqstnIndbtdnss_CrrntYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/AcquisitionIndebtednessGrp/CurrentYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 2; Part V Column B, Minimum asset amount group; Acquisition Indebtedness applicable to non-exempt use assets; Current year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,99,AdjstdFMVLssIndbtdnss_PrrYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/AdjustedFMVLessIndebtednessGrp/PriorYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 3; Part V Column A, Minimum asset amount group; Adjusted total FMV of non-exempt-use assets less acquisition indebtedness; Prior year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,100,AdjstdFMVLssIndbtdnss_CrrntYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/AdjustedFMVLessIndebtednessGrp/CurrentYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 3; Part V Column B, Minimum asset amount group; Adjusted total FMV of non-exempt-use assets less acquisition indebtedness; Current year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,101,AdjstdFMVLssIndbtdnss_PrrYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/AdjustedFMVLessIndebtednessGrp/PriorYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 3; Part V Column A, Minimum asset amount group; Adjusted total FMV of non-exempt-use assets less acquisition indebtedness; Prior year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,102,AdjstdFMVLssIndbtdnss_CrrntYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/AdjustedFMVLessIndebtednessGrp/CurrentYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 3; Part V Column B, Minimum asset amount group; Adjusted total FMV of non-exempt-use assets less acquisition indebtedness; Current year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,103,CshDmdChrtbl_PrrYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/CashDeemedCharitableGrp/PriorYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 4; Part V Column A, Minimum asset amount group; Cash deemed charitable; Prior year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,104,CshDmdChrtbl_CrrntYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/CashDeemedCharitableGrp/CurrentYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 4; Part V Column B, Minimum asset amount group; Cash deemed charitable; Current year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,105,CshDmdChrtbl_PrrYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/CashDeemedCharitableGrp/PriorYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 4; Part V Column A, Minimum asset amount group; Cash deemed charitable; Prior year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,106,CshDmdChrtbl_CrrntYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/CashDeemedCharitableGrp/CurrentYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 4; Part V Column B, Minimum asset amount group; Cash deemed charitable; Current year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,107,NtVlNnExmptUsAssts_PrrYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/NetVlNonExemptUseAssetsGrp/PriorYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 5; Part V Column A, Minimum asset amount group; Net value non-exempt-use assets; Prior year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,108,NtVlNnExmptUsAssts_CrrntYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/NetVlNonExemptUseAssetsGrp/CurrentYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 5; Part V Column B, Minimum asset amount group; Net value non-exempt-use assets; Current year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,109,NtVlNnExmptUsAssts_PrrYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/NetVlNonExemptUseAssetsGrp/PriorYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 5; Part V Column A, Minimum asset amount group; Net value non-exempt-use assets; Prior year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,110,NtVlNnExmptUsAssts_CrrntYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/NetVlNonExemptUseAssetsGrp/CurrentYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 5; Part V Column B, Minimum asset amount group; Net value non-exempt-use assets; Current year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,111,PctOfNtVlNnExmptUsAst_PrrYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/PctOfNetVlNonExemptUseAstGrp/PriorYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 6; Part V Column A, Minimum asset amount group; Percent of net value non-exempt-use assets; Prior year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,112,PctOfNtVlNnExmptUsAst_CrrntYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/PctOfNetVlNonExemptUseAstGrp/CurrentYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 6; Part V Column B, Minimum asset amount group; Percent of net value non-exempt-use assets; Current year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,113,PctOfNtVlNnExmptUsAst_PrrYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/PctOfNetVlNonExemptUseAstGrp/PriorYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 6; Part V Column A, Minimum asset amount group; Percent of net value non-exempt-use assets; Prior year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,114,PctOfNtVlNnExmptUsAst_CrrntYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/PctOfNetVlNonExemptUseAstGrp/CurrentYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 6; Part V Column B, Minimum asset amount group; Percent of net value non-exempt-use assets; Current year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,115,RcvrsPYDstrMnAsst_PrrYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/RecoveriesPYDistriMinAssetGrp/PriorYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 7; Part V Column A, Minimum asset amount group; Recoveries of prior-year distributions - minimum asset amount; Prior year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,116,RcvrsPYDstrMnAsst_CrrntYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/RecoveriesPYDistriMinAssetGrp/CurrentYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 7; Part V Column B, Minimum asset amount group; Recoveries of prior-year distributions - minimum asset amount; Current year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,117,RcvrsPYDstrMnAsst_PrrYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/RecoveriesPYDistriMinAssetGrp/PriorYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 7; Part V Column A, Minimum asset amount group; Recoveries of prior-year distributions - minimum asset amount; Prior year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,118,RcvrsPYDstrMnAsst_CrrntYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/RecoveriesPYDistriMinAssetGrp/CurrentYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 7; Part V Column B, Minimum asset amount group; Recoveries of prior-year distributions - minimum asset amount; Current year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,119,TtlMnmmAsst_PrrYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/TotalMinimumAssetGrp/PriorYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 8; Part V Column A, Minimum asset amount group; Total minimum asset amount; Prior year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,120,TtlMnmmAsst_CrrntYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/TotalMinimumAssetGrp/CurrentYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 8; Part V Column B, Minimum asset amount group; Total minimum asset amount; Current year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,121,TtlMnmmAsst_PrrYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/TotalMinimumAssetGrp/PriorYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 8; Part V Column A, Minimum asset amount group; Total minimum asset amount; Prior year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,122,TtlMnmmAsst_CrrntYrAmt,/IRS990ScheduleA/MinimumAssetAmountGrp/TotalMinimumAssetGrp/CurrentYearAmt,USAmountNNType,BigInteger, Part V Section B Group; Part V Section B Line 8; Part V Column B, Minimum asset amount group; Total minimum asset amount; Current year amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,123,SkdA_DstrbtblAmnt,/IRS990ScheduleA/DistributableAmountGrp,,Text, Part V Section C, Distributable amount group,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,124,DstrbtblAmnt_CYAdjNtIncmDstrbtblAmt,/IRS990ScheduleA/DistributableAmountGrp/CYAdjNetIncomeDistributableAmt,USAmountType,BigInteger, Part V Section C; Part V Section C Line 1(B)," Distributable amount group; Adjusted net income amount for prior year - distributable amount (from Section A, line 8, Column A)",2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,125,DstrbtblAmnt_CYPct85AdjstdNtIncmAmt,/IRS990ScheduleA/DistributableAmountGrp/CYPct85AdjustedNetIncomeAmt,USAmountType,BigInteger, Part V Section C; Part V Section C Line 2(B), Distributable amount group; 85% Percent of adjusted net income amount - distributable amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,126,DstrbtblAmnt_CYTtlMnAstDstrbtblAmt,/IRS990ScheduleA/DistributableAmountGrp/CYTotalMinAstDistributableAmt,USAmountNNType,BigInteger, Part V Section C; Part V Section C Line 3(B)," Distributable amount group; Minimum asset amount for prior year - distributable amount (from Section B, line 8, Column A)",2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,127,DstrbtblAmnt_CYGrtrAdjstdMnmmAmt,/IRS990ScheduleA/DistributableAmountGrp/CYGreaterAdjustedMinimumAmt,USAmountNNType,BigInteger, Part V Section C; Part V Section C Line 4(B), Distributable amount group; Greater of 85% adjusted net income amount and minimum assets amount,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,128,DstrbtblAmnt_CYIncmTxImpsdPYAmt,/IRS990ScheduleA/DistributableAmountGrp/CYIncomeTaxImposedPYAmt,USAmountNNType,BigInteger, Part V Section C; Part V Section C Line 5(B), Distributable amount group; Income tax imposed in prior year,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990ScheduleA,skeda_part_v,False,skeda_part_v,129,DstrbtblAmnt_CYDstrbtblAsAdjstdAmt,/IRS990ScheduleA/DistributableAmountGrp/CYDistributableAsAdjustedAmt,USAmountType,BigInteger, Part V Section C; Part V Section C Line 6(B), Distributable amount group; Distributable amount as adjusted unless subject to emergency temporary reduction,2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
